week,n,mean,median,sd,age,age25,age75,bmi,bmi25,bmi75,q25,q75,qmean,qmedian,qq25,qq75
"[0,1)",309906,1.91922445058094,1.87999999523163,0.490616718326784,29.8450913242009,0.000340697389545673,0.00340697389545673,24.767599105835,21.6015996932983,29.1860251426697,1.52999997138977,2.26999998092651,0.380975871656868,0.342636078596115,0.153963208198547,0.584868907928467
"[1,2)",8962,1.94239343606356,1.89999997615814,0.508252286784695,30.2242579908676,0.000345025776151456,0.00345025776151456,25.3906002044678,21.9413999557495,30.185549736023,1.53999996185303,2.29999995231628,0.397961997521821,0.363486886024475,0.163086179643869,0.61749678850174
"[2,3)",5419,1.99761302517578,1.99000000953674,0.505838755270118,30.2639269406393,0.000345478618043827,0.00345478618043827,24.9180498123169,21.4843997955322,28.9902208646139,1.60000002384186,2.39000010490418,0.427630997717643,0.419788271188736,0.187709867954254,0.648923575878143
"[3,4)",4699,2.07090976430295,2.04999995231628,0.49905616039614,30.078196347032,0.000343358405788036,0.00343358405788036,24.4706832567851,21.6265249252319,28.6501007080078,1.70000004768372,2.42000007629395,0.465559886168323,0.468780040740967,0.237576901912689,0.689191401004791
"[4,5)",7641,2.1790171399227,2.20000004768372,0.479672685730785,30.135502283105,0.000344012583140468,0.00344012583140468,24.6093997955322,21.7968997955322,28.8754005432129,1.79999995231628,2.50999999046326,0.52303411603167,0.549062132835388,0.321592390537262,0.735730767250061
"[5,6)",9508,2.19719183412379,2.20000004768372,0.47791811928265,30.0533105022831,0.000343074320802319,0.00343074320802319,25.1595995426178,21.8866496086121,29.3320498466492,1.85000002384186,2.57999992370605,0.530999814908909,0.557744085788727,0.332068502902985,0.744652956724167
"[6,7)",9803,2.20650616629363,2.20000004768372,0.477287234860451,30.1350456621005,0.000344007370571923,0.00344007370571923,24.5674991607666,21.7712497711182,29.1019750833511,1.87000000476837,2.57999992370605,0.536285461315609,0.560277223587036,0.342636078596115,0.747917830944061
"[7,8)",8265,2.19094575060835,2.20000004768372,0.470691915139379,30.0969178082192,0.000343572121098392,0.00343572121098392,25.0135002136231,22.1054754257202,29.2457998593648,1.8400000333786,2.53999996185303,0.528852118997804,0.557744085788727,0.331941336393356,0.738464295864105
"[8,9)",7137,2.18705828358216,2.20000004768372,0.473635897869754,30.215296803653,0.000344923479493755,0.00344923479493755,25,22.1149997711182,28.9876003265381,1.82000005245209,2.52999997138977,0.527345410275813,0.55506557226181,0.331941336393356,0.736933648586273
"[9,10)",6649,2.17055647020717,2.17000007629395,0.481341814109522,30.1627853881279,0.000344324034111049,0.00344324034111049,24.9740009307861,22.0583500862122,28.8457245826721,1.79999995231628,2.50999999046326,0.517746145716409,0.533651649951935,0.315290212631226,0.735730767250061
"[10,11)",5724,2.17448607756004,2.1800000667572,0.484699417807957,30.1450913242009,0.000344122047079919,0.00344122047079919,25.733436237682,22.4941005706787,29.4525246620178,1.79999995231628,2.52999997138977,0.519142328623653,0.544928371906281,0.317608267068863,0.735730767250061
"[11,12)",4907,2.15249235399974,2.13000011444092,0.485991105742941,30.0119863013699,0.000342602583348971,0.00342602583348971,25.3155002593994,21.9272499084473,29.7441997528076,1.79999995231628,2.5,0.507672155736003,0.520857632160187,0.297042548656464,0.728340148925781
"[12,13)",4540,2.14265638255075,2.09999990463257,0.487347956586966,30.1683789954338,0.000344387888075728,0.00344387888075728,25.764349937439,22.4858751296997,30.4542255401611,1.79749995470047,2.5,0.502566005354788,0.515271246433258,0.284720055758953,0.722280383110046
"[13,14)",4521,2.15721521444011,2.15000009536743,0.481891975090371,30.1849315068493,0.000344576843685494,0.00344576843685494,25.7812995910645,22.7731990814209,29.7566494941711,1.79999995231628,2.5,0.5112904659424,0.533651649951935,0.308505028486252,0.723384022712708
"[14,15)",4079,2.14443735699059,2.10999989509583,0.485865361299403,30.0917808219178,0.000343513479702258,0.00343513479702258,26.0275993347168,22.3080997467041,30.0607004165649,1.79999995231628,2.5,0.503564725080873,0.520857632160187,0.294563189148903,0.722280383110046
"[15,16)",3911,2.12411147633406,2.09999990463257,0.483430115310516,30.1381278538813,0.000344042555409604,0.00344042555409604,25.6312007904053,22.5827007293701,29.7618999481201,1.78999996185303,2.5,0.493429980456269,0.502852439880371,0.28181055188179,0.712174534797669
"[16,17)",3861,2.12757445839025,2.09999990463257,0.481537558860323,30.1159817351598,0.000343789745835158,0.00343789745835158,25.5441999435425,22.5827007293701,29.0082249641418,1.79999995231628,2.5,0.495533154560005,0.502852439880371,0.284427285194397,0.71577525138855
"[17,18)",3861,2.11548432629827,2.09999990463257,0.476123513372767,30.0448630136986,0.000342977888284231,0.00342977888284231,25.1664505004883,22.2090620994568,29.3569502830505,1.76999998092651,2.48000001907349,0.488248367902163,0.501423478126526,0.275791227817535,0.706388652324677
"[18,19)",3769,2.12785751808857,2.09999990463257,0.48515374420111,30.1159817351598,0.000343789745835158,0.00343789745835158,25.8115501403809,22.5998754501343,29.1396077473958,1.77999997138977,2.5,0.494993829798733,0.502852439880371,0.286088615655899,0.714527010917664
"[19,20)",3479,2.1266470205239,2.09999990463257,0.489270916064878,30.1188356164384,0.000343822324388566,0.00343822324388566,25.3906002044678,22.4058990478516,30.4053001403809,1.79999995231628,2.5,0.494898048727702,0.502852439880371,0.2857805788517,0.712174534797669
"[20,21)",3513,2.10288072390805,2.09999990463257,0.48777663950431,30.096803652968,0.000343570817956256,0.00343570817956256,25.5995998382568,22.7131495475769,30.1041502952576,1.75,2.48000001907349,0.481542042551741,0.488348037004471,0.272326767444611,0.699145674705505
"[21,22)",3327,2.11019236003453,2.09999990463257,0.479911210755405,30.1988584474886,0.000344735827026125,0.00344735827026125,25.711350440979,22.3335254192352,29.7441997528076,1.78999996185303,2.49500000476837,0.487140222305059,0.495153784751892,0.28181055188179,0.705968111753464
"[22,23)",3216,2.11110696014925,2.09999990463257,0.481439522156786,30.1489155251142,0.000344165702341486,0.00344165702341486,25.2878602981567,21.816112279892,29.302649974823,1.75999999046326,2.5,0.486865155979764,0.495153784751892,0.275241605937481,0.706140160560608
"[23,24)",3272,2.10680928682421,2.09999990463257,0.484773373526095,30.1941210045662,0.000344681746627468,0.00344681746627468,25.970100402832,22.432300567627,31.2175006866455,1.74000000953674,2.49000000953674,0.48554379342199,0.495153784751892,0.26991830766201,0.705547571182251
"[24,25)",3150,2.07899682200144,2.03999996185303,0.490939186053833,30.1071917808219,0.000343689403890661,0.00343689403890661,25.7511253356934,22.6756992340088,30.4426498413086,1.70000004768372,2.43750005960465,0.468605347735186,0.468780040740967,0.241083588451147,0.692728698253632
"[25,26)",3133,2.07815831035918,2.0699999332428,0.486616826036735,30.1462328767123,0.000344135078501282,0.00344135078501282,25,21.4377000331879,29.5059881210327,1.70000004768372,2.42000007629395,0.470602661884009,0.484851688146591,0.251825928688049,0.688037574291229
"[26,27)",3027,2.05460851906076,2,0.499490951675896,30.2557077625571,0.000345384791810012,0.00345384791810012,25.0580501556397,21.6054997444153,30.8366756439209,1.67999994754791,2.40000009536743,0.456557484504253,0.454244881868362,0.225472658872604,0.6748386323452
"[27,28)",2996,2.07547062229569,2.05999994277954,0.49086017956045,30.1724315068493,0.000344434149621568,0.00344434149621568,24.6903991699219,21.63330078125,29.4118003845215,1.70000004768372,2.42000007629395,0.468564648722088,0.468780040740967,0.248708870261908,0.691462278366089
"[28,29)",2918,2.07650273754386,2.03999996185303,0.499620452801381,30.2080479452055,0.000344840729968099,0.00344840729968099,25.7432994842529,22.4058990478516,30.4543879032135,1.70000004768372,2.42750006914139,0.467486012574462,0.468780040740967,0.241946533322334,0.686639070510864
"[29,30)",2834,2.06622441444249,2.02999997138977,0.495171602731703,30.1776255707763,0.00034449344258877,0.0034449344258877,25.8166007995606,22.1283493041992,30.1168494224548,1.70000004768372,2.44000005722046,0.463800205116278,0.463193327188492,0.237107187509537,0.69268810749054
"[30,31)",2814,2.06149075761194,2.02999997138977,0.49199723056223,30.2515410958904,0.000345337227122037,0.00345337227122037,25.1532001495361,21.4843997955322,29.7820746898651,1.70000004768372,2.40000009536743,0.460800998414289,0.45751303434372,0.237576901912689,0.680690109729767
"[31,32)",2755,2.05241923362503,2.02999997138977,0.477272720329127,30.2793378995434,0.00034565454223223,0.0034565454223223,25.711350440979,22.2396507263184,30.4328503608704,1.70000004768372,2.40000009536743,0.456299379268516,0.45751303434372,0.237576901912689,0.668508410453796
"[32,33)",2813,2.06745822464407,2.04999995231628,0.485948474053231,30.3245433789954,0.000346170586518213,0.00346170586518213,25.2994003295898,22.0964999198914,30.2757630348206,1.70000004768372,2.40000009536743,0.465010851347495,0.468780040740967,0.242965325713158,0.679790318012238
"[33,34)",2869,2.05723945327485,2.01999998092651,0.483213446930884,30.088698630137,0.000343478294864577,0.00343478294864577,25.4941097259522,21.8099246025085,29.40505027771,1.70000004768372,2.40000009536743,0.458210200490089,0.45751303434372,0.237107187509537,0.67173308134079
"[34,35)",2741,2.05094490617525,2,0.490623931889027,30.190296803653,0.000344638091365901,0.00344638091365901,25.6242251396179,21.8730502128601,30.9415554046631,1.70000004768372,2.40000009536743,0.455287487801628,0.453074365854263,0.232381403446198,0.677232027053833
"[35,36)",2827,2.06453306946098,2.03999996185303,0.484137656209289,30.1324200913242,0.000343977398302788,0.00343977398302788,25,21.7320246696472,30.0519495010376,1.70000004768372,2.40000009536743,0.462146277817149,0.465019881725311,0.237576901912689,0.686639070510864
"[36,37)",2814,2.05573382590286,2.00999999046326,0.485768822273044,30.2587328767123,0.000345419325076625,0.00345419325076625,25.1863498687744,22.0283126831055,30.2652506828308,1.70000004768372,2.40000009536743,0.458758731727444,0.454244881868362,0.23928602039814,0.674953162670136
"[37,38)",2794,2.03934502217628,2,0.489447579201119,30.1794520547945,0.000344514292862951,0.00344514292862951,25.8271493911743,22.0368757247925,30.1055750846863,1.6599999666214,2.40000009536743,0.450033027893392,0.447848737239838,0.223781183362007,0.669837534427643
"[38,39)",2770,2.03849277638356,2,0.490434585430106,30.0617579908676,0.000343170753320406,0.00343170753320406,25.3396997451782,21.9489498138428,29.3891243934631,1.70000004768372,2.40000009536743,0.44802989981033,0.436064526438713,0.226230934262276,0.671580314636231
"[39,40)",2936,2.06205381231753,2.04499998688698,0.488337623489059,30.1392694063927,0.000344055586830967,0.00344055586830967,24.8405494689941,21.6977996826172,28.9937748908997,1.70000004768372,2.40000009536743,0.461327376170211,0.460485324263573,0.232381403446198,0.681205406785011
"[40,41)",2880,2.04535763650719,2,0.488344891056084,30.2256849315069,0.00034504206542816,0.0034504206542816,25.1039009094238,21.6577005386353,29.6770000457764,1.70000004768372,2.40000009536743,0.453238412661206,0.448571756482124,0.232381403446198,0.671923995018005
"[41,42)",2945,2.05275268486549,2.00999999046326,0.481130911891774,30.2747716894977,0.000345602416546778,0.00345602416546778,24.8759002685547,21.4080376625061,30.0029001235962,1.70000004768372,2.40000009536743,0.457254781806552,0.45751303434372,0.240374967455864,0.664343297481537
"[42,43)",2912,2.04571084645423,2,0.487443546537453,30.3110730593607,0.000346016815746127,0.00346016815746127,25.1039009094238,21.2584991455078,29.3724002838135,1.70000004768372,2.40000009536743,0.452846260316629,0.450465217232704,0.232381403446198,0.67173308134079
"[43,44)",2744,2.04571610552316,2,0.484741312831597,30.340696347032,0.000346354981130502,0.00346354981130502,25.2762498855591,21.6310997009277,30.2395256360372,1.70000004768372,2.40000009536743,0.454166571438956,0.447864323854446,0.235759250819683,0.668508410453796
"[44,45)",2808,2.04187499840035,2,0.484493848969691,30.3325342465753,0.000346261806467755,0.00346261806467755,25.0762004852295,21.907600402832,29.3222250938416,1.69000005722046,2.40000009536743,0.45219490986133,0.449894636869431,0.232381403446198,0.67173308134079
